17	18	19	38	49	53
19	28	30	38	52	57
8	14	19	30	42	50
8	22	25	48	52	54
15	30	35	39	43	57
17	28	33	36	53	59
5	11	23	29	54	58
1	9	15	22	43	55
2	6	15	18	56	57
3	18	20	24	42	54
18	20	28	32	49	53
8	15	29	36	49	60
10	19	20	29	41	59
9	13	20	32	41	58
2	6	28	49	50	57
1	4	5	11	44	59
21	29	35	36	38	54
16	27	28	34	39	56
7	13	21	24	33	50
7	10	21	27	48	49
8	11	19	30	39	50
3	20	28	46	47	52
4	15	31	34	37	38
3	5	27	33	44	58
5	10	15	45	46	56
28	32	33	34	35	55
1	4	30	41	45	58
3	4	8	34	36	37
4	8	31	40	53	58
10	19	27	33	39	46
15	36	40	42	51	52
15	16	39	45	48	57
5	13	24	33	34	35
7	8	28	32	38	51
5	8	10	15	18	44
9	15	19	22	36	42
9	12	17	32	34	35
15	25	28	32	38	45
6	14	15	25	49	52
28	39	40	44	45	58
19	29	34	41	47	48
8	10	24	26	32	49
3	21	31	36	55	59
6	14	17	26	50	52
8	12	28	31	34	37
1	13	33	38	45	56
1	6	21	25	32	49
1	3	7	18	35	50
4	9	12	13	52	53
13	18	21	27	53	59
3	8	23	31	48	57
6	14	28	47	49	56
14	15	22	23	25	37
3	7	19	34	37	39
3	25	43	45	52	56
6	16	19	47	50	55
4	22	28	30	44	49
13	27	49	52	57	58
4	6	19	28	35	49
35	37	42	46	49	54
11	17	33	34	47	56
17	29	35	40	43	57
4	5	13	17	46	54
4	13	28	30	53	59
14	47	49	51	58	59
8	13	22	46	51	58
16	17	38	39	45	56
12	21	46	48	56	57
9	22	47	49	52	54
4	43	46	53	54	58
15	29	31	42	47	60
5	23	31	33	45	49
8	10	17	30	33	45
8	12	18	23	38	49
7	14	31	57	58	59
6	13	17	25	36	53
2	11	18	30	32	58
1	20	36	39	49	55
16	23	35	37	55	57
5	8	23	34	44	51
10	13	20	32	38	49
7	31	34	35	37	45
6	13	17	18	20	37
11	31	38	41	57	58
13	17	22	25	29	41
3	9	14	15	32	57
15	32	33	35	36	51
12	13	14	31	50	51
3	9	16	20	33	60
6	17	22	29	40	59
2	10	17	23	32	44
5	18	21	29	35	48
7	8	18	39	43	52
8	23	24	28	31	47
3	18	23	48	56	58
4	9	15	17	34	39
15	16	18	28	38	47
14	17	25	30	39	52
13	29	40	45	51	59
6	7	20	41	43	55
7	8	23	30	32	53
12	24	33	36	39	57
11	13	38	39	45	54
2	18	29	30	36	60
11	13	45	46	53	55
6	7	8	13	33	59
4	5	18	25	28	51
1	3	18	34	50	58
13	14	42	47	55	59
1	25	27	29	49	59
10	13	29	47	53	55
1	2	25	43	50	54
11	14	28	43	54	60
22	27	29	40	42	56
5	16	34	38	50	53
4	6	9	23	45	51
16	18	31	34	39	54
10	19	22	29	30	37
7	13	38	46	55	60
4	8	11	12	29	44
15	25	41	46	49	51
4	24	44	49	52	53
6	23	32	35	41	55
6	11	19	27	41	59
6	13	19	24	30	37
2	6	15	58	59	60
25	30	43	45	47	49
16	21	22	33	48	49
15	18	33	50	53	55
6	13	19	44	54	55
12	16	31	48	57	60
5	8	10	27	31	51
2	12	16	24	26	54
3	5	25	33	36	49
3	8	10	13	24	60
8	12	14	16	19	46
1	3	13	22	29	32
26	29	31	49	50	57
19	27	29	38	50	59
9	23	30	42	49	55
8	23	34	39	43	52
12	24	32	40	42	59
7	8	18	22	39	49
1	13	19	45	56	58
8	16	22	30	56	58
15	16	39	40	47	51
12	16	20	45	53	60
1	20	28	32	44	47
2	19	28	48	51	54
5	11	22	27	46	50
10	13	24	41	42	56
8	20	26	37	42	49
26	28	30	32	34	50
11	18	43	48	52	58
10	11	36	41	42	50
13	35	39	45	51	60
12	19	42	46	59	60
1	9	13	17	33	34
17	36	40	44	51	56
14	24	37	40	42	45
14	27	29	31	34	57
3	24	48	52	53	54
10	13	32	47	49	60
11	12	14	19	54	56
5	23	29	42	45	48
9	24	33	41	48	54
10	24	25	29	53	59
26	28	39	45	48	60
10	18	20	24	56	57
5	9	19	24	31	34
6	10	11	40	41	56
1	26	37	39	43	48
35	36	37	46	51	59
16	20	33	58	59	60
3	6	11	20	36	41
14	29	34	40	51	52
5	11	38	46	53	54
4	27	36	40	42	55
4	18	23	25	56	60
1	27	30	49	51	55
1	12	36	38	55	59
7	8	18	25	47	48
7	16	26	29	45	55
1	4	5	16	23	49
1	2	14	33	49	56
7	24	27	40	41	49
22	37	42	48	58	59
9	16	27	38	39	51
24	28	34	38	43	53
6	11	20	34	37	40
18	22	29	32	38	42
24	25	30	42	43	50
9	15	32	41	42	49
8	10	25	32	48	55
14	31	40	42	44	46
3	21	25	37	54	58
2	3	5	22	26	44
21	25	38	53	58	59
4	27	36	37	47	60
2	11	12	35	40	43
17	19	33	37	40	50
5	12	27	33	43	56
4	5	15	26	33	54
1	7	14	41	48	59
11	21	30	35	47	52
6	7	31	49	51	60
8	12	15	41	47	53
8	16	37	50	55	58
11	18	33	57	58	60
13	14	17	31	41	50
15	19	29	37	41	53
6	11	13	21	40	52
9	16	34	37	53	57
28	31	32	35	51	53
8	12	22	27	43	55
17	23	48	50	53	54
2	3	14	24	31	40
1	13	23	31	48	60
1	18	45	56	57	58
2	11	24	27	30	45
2	4	18	27	34	50
3	11	13	15	26	43
2	7	10	17	22	60
1	8	10	36	43	51
7	9	13	39	45	47
4	6	9	22	29	44
5	25	34	39	46	49
5	10	33	40	41	59
7	8	35	43	53	58
1	12	16	26	46	54
7	8	17	35	39	53
4	12	24	33	36	54
2	7	16	29	32	50
6	17	23	28	35	41
7	21	33	35	39	58
3	32	37	39	47	53
12	31	44	51	54	56
3	14	23	25	36	55
9	18	36	44	57	60
1	6	16	36	50	52
17	27	34	48	51	55
3	9	35	37	41	49
1	5	7	37	40	47
4	12	14	30	42	59
8	13	24	32	42	44
5	18	33	43	56	57
2	15	16	45	50	54
6	15	16	23	28	35
6	17	19	49	50	53
2	12	26	31	43	46
27	29	43	44	45	54
9	15	38	40	42	52
1	21	38	41	49	56
11	12	24	32	33	38
14	15	26	30	42	54
6	10	35	45	49	56
12	16	28	29	47	50
24	26	27	36	39	59
2	7	17	34	41	50
20	23	25	32	54	60
4	12	23	26	39	46
2	16	21	37	43	57
1	10	12	25	49	57
2	3	12	21	23	56
1	2	7	19	35	51
4	24	47	48	50	57
10	17	33	42	54	58
4	7	20	25	38	50
4	23	24	25	29	42
2	7	22	35	43	59
3	4	13	34	42	50
4	12	30	47	49	59
5	27	37	38	41	50
12	17	18	30	32	58
1	23	36	43	47	59
30	31	39	45	48	59
12	17	44	45	46	60
13	17	27	29	40	56
9	12	21	37	39	54
1	9	26	40	47	48
3	7	45	47	53	55
3	10	16	30	37	50
1	19	24	42	50	58
15	22	32	38	50	54
4	8	30	33	37	59
12	16	20	21	29	50
4	12	25	34	35	48
14	21	29	34	46	47
10	35	38	51	52	60
3	5	14	29	34	51
5	10	37	46	54	58
12	27	42	46	47	50
3	15	35	41	57	60
2	14	23	28	50	56
20	31	36	37	45	51
25	26	29	36	52	54
7	10	28	50	51	59
8	10	13	39	54	56
2	11	23	35	42	59
4	8	21	32	43	48
8	27	37	42	53	56
5	8	17	35	37	48
10	11	26	27	31	41
20	31	34	37	54	60
17	19	29	31	44	57
6	31	38	39	50	60
2	6	19	22	28	43
9	14	19	35	42	58
9	29	34	43	45	56
3	15	16	33	51	57
3	38	42	47	55	56
14	21	26	29	36	48
5	19	24	34	39	43
6	12	47	48	52	58
3	4	9	29	32	52
19	29	35	42	55	57
1	7	11	37	38	56
11	19	20	22	42	48
6	14	18	24	48	60
3	5	10	21	28	57
3	13	37	47	56	59
2	30	36	43	48	60
18	26	35	41	47	60
2	8	27	32	49	56
2	15	21	31	46	57
5	11	15	23	25	30
1	4	5	33	37	48
10	28	32	41	47	57
11	13	38	39	54	57
9	15	23	45	46	56
2	8	11	41	46	50
9	19	37	39	50	57
20	21	30	40	47	52
10	29	30	34	43	52
8	9	22	25	41	44
5	19	25	46	51	58
10	17	21	32	45	46
4	29	33	36	38	42
4	10	17	27	41	52
1	15	26	51	54	59
6	7	9	20	33	48
10	21	28	40	41	47
6	7	8	27	45	53
18	24	30	42	51	56
23	28	38	42	50	53
10	14	32	47	50	56
2	13	41	49	51	53
3	32	33	42	48	50
15	17	23	33	39	49
13	16	46	53	57	58
10	16	17	34	44	51
18	31	33	49	57	58
17	22	28	38	52	59
5	6	16	24	34	60
9	23	30	38	44	47
7	8	11	18	37	43
17	29	31	35	43	59
7	22	32	36	38	51
7	9	30	44	51	60
1	16	34	36	45	48
16	24	34	44	54	57
14	19	20	40	48	52
2	3	44	47	50	54
14	15	27	42	44	48
17	27	32	34	47	56
8	9	39	44	49	58
7	22	25	44	59	60
3	16	19	32	35	58
6	14	23	34	38	44
30	38	46	51	56	59
3	17	24	25	27	44
3	24	31	42	43	53
11	15	40	41	42	47
2	3	17	49	50	59
4	18	23	31	37	54
9	12	34	46	47	57
2	8	17	22	42	44
39	40	42	47	59	60
2	8	11	12	19	35
15	24	32	50	53	57
8	11	31	33	42	57
23	26	27	41	51	53
5	27	36	40	46	48
10	19	26	28	44	54
21	22	25	40	51	57
27	29	42	49	50	51
8	21	34	40	43	52
1	5	10	17	47	58
5	18	31	43	55	58
4	19	30	34	57	59
10	20	42	44	52	59
18	20	24	36	53	58
4	8	12	41	45	60
13	15	20	28	31	36
11	12	37	38	43	54
10	28	29	35	42	46
25	30	37	46	49	51
4	18	24	43	51	56
17	41	42	44	45	60
21	32	37	52	53	60
2	11	12	14	22	39
4	13	31	33	47	51
17	33	37	50	55	59
1	12	21	32	34	44
24	40	50	52	54	60
20	24	34	39	54	60
7	9	17	21	22	54
15	16	19	22	34	35
1	19	42	44	49	52
3	18	26	51	53	56
20	24	28	37	41	44
2	41	43	55	57	58
5	11	22	31	35	41
7	21	22	43	46	57
3	4	8	30	45	54
18	20	36	53	54	58
4	18	21	34	38	59
13	16	32	33	34	56
18	23	50	52	55	58
5	17	20	32	41	55
32	44	48	51	53	59
2	4	15	16	55	57
7	14	24	29	35	39
9	36	37	41	51	53
1	9	19	25	50	52
17	22	26	28	38	42
3	15	27	29	36	53
1	6	28	29	46	49
4	19	21	26	29	54
14	30	36	38	46	59
9	12	23	33	45	51
17	20	26	28	48	49
5	28	33	36	37	38
23	25	30	46	47	59
4	8	12	38	44	52
3	25	31	41	43	60
5	17	24	52	55	57
1	9	35	41	48	57
12	13	19	41	45	49
2	15	39	50	53	57
2	20	21	27	51	60
8	22	36	37	46	52
21	33	34	40	41	59
19	23	26	31	33	36
4	10	32	33	49	60
16	27	35	39	49	57
20	28	37	46	49	55
7	17	19	34	36	39
2	17	21	36	42	53
8	14	25	39	45	51
1	3	21	25	44	48
7	13	18	29	31	45
5	14	22	29	33	44
2	21	22	30	41	52
15	27	35	50	57	59
6	19	23	37	49	50
5	25	31	33	37	51
10	11	15	27	53	60
5	8	18	42	52	59
3	12	23	41	47	58
16	37	43	52	58	59
4	8	27	44	54	59
1	5	12	47	52	59
3	5	11	14	33	58
22	41	44	46	52	54
1	23	41	44	51	52
23	41	42	48	49	59
14	24	34	39	49	55
2	11	18	27	30	54
1	16	39	42	48	55
5	8	18	24	33	57
5	12	21	32	33	35
46	47	51	54	57	59
24	25	32	34	50	57
7	13	22	33	48	51
3	5	11	33	39	57
6	18	19	33	34	53
2	4	16	21	36	53
2	11	40	48	49	55
15	17	37	48	50	59
8	13	20	26	33	42
5	30	36	39	57	58
1	4	26	28	41	58
5	13	14	18	30	57
1	4	13	30	51	60
13	25	35	41	50	56
5	21	28	34	54	57
4	11	14	33	44	45
15	18	31	33	34	56
1	8	30	36	47	53
12	16	20	31	38	45
9	30	33	37	40	41
14	23	25	28	38	53
3	5	7	9	17	32
12	16	18	27	42	58
3	15	28	31	39	51
15	17	29	35	36	59
1	8	34	41	53	58
8	12	24	40	43	49
16	22	32	38	40	45
4	10	20	43	46	47
4	16	18	46	56	59
6	15	19	24	31	32
13	27	31	34	47	58
8	17	46	48	56	60
2	21	27	29	32	38
2	10	15	18	29	39
8	9	15	38	41	60
1	4	6	8	25	28
5	24	25	26	42	60
3	20	29	40	44	58
4	16	31	36	54	55
7	15	20	21	23	29
9	17	18	32	53	55
3	4	21	22	28	32
18	24	36	44	55	58
29	38	39	49	53	58
12	15	27	37	51	60
3	7	25	31	40	58
5	10	16	23	26	27
29	40	43	44	45	47
4	6	12	37	41	42
2	4	17	33	48	55
4	27	36	37	49	52
7	13	15	34	42	48
1	6	12	29	34	58
2	3	13	37	46	54
2	11	21	30	35	52
14	19	40	47	55	58
7	9	12	19	20	41
8	9	25	41	57	60
3	8	17	26	28	49
5	9	11	20	25	60
6	19	31	34	51	56
9	24	44	51	55	58
4	13	23	29	46	47
1	2	19	32	39	52
2	33	42	43	51	55
5	21	31	39	40	56
2	7	8	18	40	45
18	22	28	29	39	53
10	27	28	29	40	52
6	10	17	33	51	53
18	20	33	44	47	60
20	26	34	51	52	54
5	16	17	20	24	32
1	8	23	37	54	57
24	33	40	43	46	49
15	16	26	29	43	57
5	6	17	33	39	54
1	3	18	20	42	49
1	11	26	51	59	60
10	27	36	39	41	52
4	36	44	46	53	56
6	7	28	35	43	51
2	20	24	27	36	52
1	6	28	39	44	55
10	12	36	44	54	57
13	18	25	30	46	51
14	21	25	48	51	60
10	11	13	35	39	58
1	5	6	17	31	50
28	40	42	54	55	57
1	2	8	10	14	48
3	16	21	28	38	57
2	5	17	29	34	52
14	24	26	33	45	60
7	10	11	13	43	57
8	11	15	16	52	57
15	27	34	42	49	53
13	14	18	27	41	60
12	15	16	20	27	32
6	8	38	50	53	59
2	3	4	15	49	59
18	20	24	45	51	57
1	12	14	16	37	45
1	3	16	18	41	42
9	21	23	30	41	56
2	8	23	33	37	55
1	22	44	47	49	50
4	16	19	28	29	49
7	19	30	39	43	57
6	10	25	32	43	49
4	10	14	25	28	56
25	27	44	47	48	57
9	17	28	45	49	53
5	8	16	23	41	53
5	7	37	43	53	54
9	18	19	43	47	54
8	25	32	34	36	44
3	10	23	29	47	50
10	12	16	21	39	53
4	10	19	32	33	42
5	6	9	11	18	37
3	6	34	41	43	45
5	12	24	28	36	37
11	18	20	34	41	56
9	16	24	29	52	56
4	17	38	40	50	55
10	20	23	28	42	43
5	20	29	33	40	59
12	21	39	40	50	55
2	4	6	10	23	45
3	20	28	32	36	46
6	24	31	35	42	57
2	18	20	32	37	48
9	20	24	36	40	42
17	23	24	27	49	56
1	9	30	33	34	40
19	23	27	38	41	49
9	10	21	36	41	48
10	16	21	23	27	36
3	13	14	16	41	52
1	17	21	33	48	56
11	20	21	30	50	52
14	31	35	38	44	55
7	17	18	33	41	42
6	7	10	12	24	57
9	11	23	35	46	51
10	19	28	41	55	56
2	3	6	35	49	58
1	15	28	43	50	57
4	15	43	47	50	60
3	9	20	36	53	54
7	9	39	43	44	60
6	8	11	14	29	52
6	14	26	28	42	45
4	9	25	32	33	43
4	32	34	43	52	58
3	6	29	36	47	59
3	15	16	22	25	54
18	30	37	41	44	50
4	9	13	17	20	47
1	6	17	27	35	40
8	20	21	43	44	55
10	34	41	44	45	54
7	35	40	44	50	55
4	17	18	54	56	59
26	44	46	49	55	56
4	14	19	39	45	60
7	11	16	18	33	49
3	7	29	33	42	56
4	31	42	52	57	59
5	8	14	24	29	30
8	16	24	39	52	60
12	17	19	32	47	55
5	18	23	32	49	54
1	8	16	34	36	49
12	27	30	33	52	55
5	10	16	21	39	58
9	22	29	36	51	56
4	5	6	19	23	39
7	31	32	34	37	43
19	21	25	28	43	50
2	4	15	18	25	36
9	28	31	36	37	42
10	27	40	46	49	58
9	37	40	50	58	60
3	15	26	28	31	58
3	30	35	44	47	60
1	10	18	19	44	49
3	16	19	24	33	60
6	10	28	33	34	53
6	23	31	33	39	52
27	28	29	32	48	55
7	8	23	36	46	54
15	17	28	31	35	52
1	4	14	21	25	51
14	20	29	36	44	47
6	17	19	34	46	55
4	12	14	21	26	28
20	28	40	41	51	58
9	24	31	44	48	49
9	29	41	43	46	49
23	30	31	54	55	60
5	6	34	46	53	55
1	3	5	18	40	48
4	7	42	47	48	51
18	22	25	30	31	41
5	17	31	47	51	53
6	14	17	26	40	49
20	40	42	52	54	60
22	28	30	31	35	54
